date,open,high,low,close,volume
2017-03-21,205.3898,205.5109,202.0253,202.155,131809300
2017-03-22,202.1897,202.9162,201.5669,202.6308,97569200
2017-03-23,202.6308,203.5476,202.0427,202.4146,100410300
2017-03-24,202.7173,203.2881,201.4891,202.2675,112504900
2017-03-27,200.5982,202.3194,200.3215,202.0599,87454500
2017-03-28,201.7572,203.9541,201.6448,203.5303,93483900
2017-03-29,203.2448,203.9541,203.02,203.7205,61950400
2017-03-30,203.66,204.5682,203.4871,204.3693,56737900
2017-03-31,204.0319,204.5595,203.8416,203.8935,73733100
2017-04-03,203.9454,204.1443,202.3107,203.5389,85546500
2017-04-04,203.2535,203.7552,202.8729,203.6687,56466200
2017-04-05,204.3433,205.3206,202.8556,203.0632,108800600
2017-04-06,203.2016,204.153,202.7605,203.6341,69135800
2017-04-07,203.3832,204.1184,202.9421,203.4264,74412300
2017-04-10,203.5649,204.3433,203.02,203.5476,67615300
2017-04-11,203.167,203.4092,201.8178,203.3054,88045300
2017-04-12,203.0287,203.2189,202.1897,202.4146,81864400
2017-04-13,202.0772,202.8124,201.0999,201.0999,92880400
2017-04-17,201.6188,202.8816,201.4199,202.8816,68405400
2017-04-18,202.1464,202.8124,201.5929,202.2762,83225800
2017-04-19,202.8384,203.2103,201.6794,201.9043,68699900
2017-04-20,202.5183,203.9887,202.1983,203.5476,92572200
2017-04-21,203.4698,203.5216,202.5011,202.8989,110389800
2017-04-24,205.139,205.3379,202.8729,205.1303,119209900
2017-04-25,205.7703,206.6698,205.6838,206.3239,76698300
2017-04-26,206.2893,207.1715,206.1509,206.1941,84702500
2017-04-27,206.5142,206.6699,205.831,206.3672,57410300
2017-04-28,206.6267,206.6526,205.7877,205.9174,63532800
2017-05-01,206.4364,206.8602,206.0212,206.4364,66882500
2017-05-02,206.5748,206.6959,206.1077,206.5142,57375700
2017-05-03,206.5142,206.6093,205.5887,206.2634,73137700
2017-05-04,206.5661,206.644,205.658,206.5056,61462700
2017-05-05,206.8775,207.3359,206.4363,207.3186,62001300
2017-05-08,207.3618,207.5088,206.8602,207.284,48385700
2017-05-09,207.5435,207.7424,206.7478,207.0938,51363200
2017-05-10,207.0504,207.4656,206.8429,207.4656,54293800
2017-05-11,207.0158,207.2061,205.9607,207.0418,62358300
2017-05-12,206.7909,207.085,206.4277,206.6958,53912700
2017-05-15,207.1196,207.9586,207.1023,207.8375,61918900
2017-05-16,208.1316,208.1576,207.2581,207.6473,51241800
2017-05-17,207.6473,207.6473,203.9022,203.9628,172174100
2017-05-18,203.8849,205.632,203.6254,204.7844,107047700
2017-05-19,205.2688,206.7823,205.2169,206.1164,115011400
2017-05-22,206.6266,207.3272,206.5575,207.1629,61010600
2017-05-23,207.5348,207.7856,207.1542,207.6213,48341700
2017-05-24,207.8548,208.2094,207.5175,208.1056,46927700
2017-05-25,208.6159,209.377,208.4083,209.1002,64071700
2017-05-26,208.91,209.2214,208.8322,209.0571,46629900
2017-05-30,208.737,209.1262,208.5814,208.8754,35201900
2017-05-31,209.1695,209.2041,208.1316,208.8235,91796000
2017-06-01,209.2819,210.5014,208.9965,210.4841,68962000
2017-06-02,210.5361,211.3404,210.242,211.1847,88666100
2017-06-05,211.0118,211.2972,210.8301,211.0291,44698800
2017-06-06,210.4668,211.0203,210.2765,210.3544,50375400
2017-06-07,210.6917,210.9685,210.0257,210.7436,54144300
2017-06-08,210.8387,211.3231,210.3198,210.8474,65950700
2017-06-09,211.1155,211.9112,209.2646,210.5274,132256400
2017-06-12,210.2852,210.536,209.6365,210.4841,86108100
2017-06-13,211.0204,211.5653,210.6744,211.5134,60067000
2017-06-14,211.7815,211.7901,210.4236,211.2453,78602300
2017-06-15,209.896,210.9598,209.6192,210.8387,66464900
2017-06-16,210.9978,211.05,210.007,210.8848,84553100
2017-06-19,211.7105,212.7013,211.6149,212.6405,65123800
2017-06-20,212.2841,212.2928,211.189,211.2063,56906400
2017-06-21,211.5975,211.7105,210.6849,211.1543,55977600
2017-06-22,211.1629,211.6583,210.8848,211.0586,44148100
2017-06-23,211.1195,211.6409,210.7371,211.3107,66986800
2017-06-26,211.9799,212.3971,211.2411,211.4497,56700500
2017-06-27,211.2325,211.528,209.7289,209.7463,82247700
2017-06-28,210.7631,211.8234,210.5284,211.6236,70042600
2017-06-29,211.7713,211.8235,208.5556,209.7637,106949700
2017-06-30,210.5719,210.9456,209.9635,210.1547,86820700
2017-07-03,211.0934,211.528,210.5111,210.5111,39153800
2017-07-05,210.8762,211.2064,210.0679,210.9979,54427600
2017-07-06,210.233,210.3546,208.8858,209.0683,65400800
2017-07-07,209.642,210.572,209.0771,210.4242,57972300
